entry_time,exit_time,ride_preference_1,ride_preference_2,ride_preference_3
10,18,Spinning Coaster,Swing Ride,Himalaya Ride
14,18,Crazy Dance,Haunted House,Flying Coaster
14,18,Rapids Ride,Spinning Coaster,Flying Coaster
13,18,Merry Go Round,Giga Coaster,Go-Karts
14,18,Spinning Coaster,Go-Karts,Circus Train
13,17,Giant Wheel,Rapids Ride,Roller Coaster
14,18,Bungee Jump,Flying Coaster,Go-Karts
10,14,Kiddie Coaster,Flying Coaster,Flying Coaster
12,18,Flying Coaster,Giant Wheel,Merry Go Round
12,17,Flying Coaster,Haunted House,Spinning Coaster
11,17,Bumper Cars,Giant Wheel,Spinning Coaster
14,18,Flying Coaster,Flying Coaster,Merry Go Round
12,16,Flying Coaster,Rapids Ride,Crazy Dance
13,18,Superman Ride,Merry Go Round,Flying Coaster
10,18,Flying Coaster,Flying Coaster,Flying Coaster
14,18,Flying Coaster,Giga Coaster,Circus Train
14,18,Bungee Jump,Drop Tower,Kiddie Coaster
10,18,Dizzy Dropper,Spinning Coaster,Spinning Coaster
11,18,Dizzy Dropper,Zipline,Oz Theatre
13,17,Dizzy Dropper,Flying Coaster,Inverted Coaster
12,18,Bungee Jump,Flying Coaster,Flying Coaster
14,18,Inverted Coaster,Circus Train,Spinning Coaster
11,18,Go-Karts,Flying Coaster,Flying Coaster
12,18,Spinning Coaster,Flying Coaster,Flying Coaster
14,18,Flying Coaster,Free Fall,Bungee Jump
14,18,Spinning Coaster,Spinning Coaster,Go-Karts
13,18,Merry Go Round,Merry Go Round,Merry Go Round
10,15,Rapids Ride,Giant Wheel,Flying Coaster
13,17,Flying Coaster,Merry Go Round,Go-Karts
13,18,Himalaya Ride,Bungee Jump,Dizzy Dropper
14,18,Go-Karts,Spiral Slide,Flying Coaster
14,18,Flying Coaster,Zipline,Haunted House
13,18,Giant Wheel,Flying Coaster,Merry Go Round
11,17,Inverted Coaster,Flying Coaster,Go-Karts
14,18,Spinning Coaster,Spinning Coaster,Flying Coaster
10,16,Merry Go Round,Drop Tower,Merry Go Round
10,16,Rapids Ride,Spinning Coaster,Spinning Coaster
14,18,Merry Go Round,Flying Coaster,Merry Go Round
13,17,Merry Go Round,Giant Wheel,Giant Wheel
10,18,Flying Coaster,Superman Ride,Merry Go Round
10,14,Flying Coaster,Go-Karts,Flying Coaster
13,17,Flying Coaster,Bungee Jump,Oz Theatre
12,18,Merry Go Round,Merry Go Round,Rapids Ride
10,16,Flying Coaster,Flying Coaster,Go-Karts
12,17,Go-Karts,Go-Karts,Go-Karts
13,17,Flying Coaster,Giant Wheel,Flying Coaster
10,17,Flying Coaster,Free Fall,Flying Coaster
11,15,Merry Go Round,Haunted House,Giant Wheel
12,17,Free Fall,Flying Coaster,Merry Go Round
13,18,Spinning Coaster,Flying Coaster,Flying Coaster
13,18,Oz Theatre,Flying Coaster,Swing Ride
10,17,Kiddie Coaster,Bumper Cars,Flying Coaster
14,18,Go-Karts,Bumper Cars,Spinning Coaster
11,18,Spinning Coaster,Spinning Coaster,Go-Karts
14,18,Free Fall,Spinning Coaster,Inverted Coaster
14,18,Flying Coaster,Flying Coaster,Go-Karts
10,17,Bungee Jump,Flying Coaster,Roller Coaster
13,17,Water Ride,Bumper Cars,Go-Karts
13,18,Circus Train,Flying Coaster,Go-Karts
14,18,Superman Ride,Merry Go Round,Spinning Coaster
10,14,Water Ride,Merry Go Round,Flying Coaster
14,18,Go-Karts,Merry Go Round,Flying Coaster
10,17,Swing Ride,Merry Go Round,Kiddie Coaster
14,18,Spinning Coaster,Merry Go Round,Oz Theatre
14,18,Circus Train,Spinning Coaster,Flying Coaster
13,18,Flying Coaster,Flying Coaster,Go-Karts
12,18,Flying Coaster,Merry Go Round,Merry Go Round
11,18,Swing Ride,Flying Coaster,Flying Coaster
12,16,Giant Wheel,Flying Coaster,Swing Ride
14,18,Spinning Coaster,Dizzy Dropper,Flying Coaster
10,16,Flying Coaster,Inverted Coaster,Rapids Ride
11,15,Himalaya Ride,Flying Coaster,Flying Coaster
13,18,Merry Go Round,Flying Coaster,Spinning Coaster
13,18,Circus Train,Flying Coaster,Merry Go Round
12,18,Superman Ride,Himalaya Ride,Flying Coaster
12,18,Flying Coaster,Himalaya Ride,Inverted Coaster
12,16,Haunted House,Flying Coaster,Merry Go Round
13,18,Flying Coaster,Go-Karts,Merry Go Round
13,17,Flying Coaster,Flying Coaster,Flying Coaster
11,18,Zipline,Flying Coaster,Himalaya Ride
10,15,Rapids Ride,Flying Coaster,Flying Coaster
12,16,Merry Go Round,Spinning Coaster,Go-Karts
11,16,Giant Wheel,Flying Coaster,Giant Wheel
13,17,Flying Coaster,Flying Coaster,Merry Go Round
13,18,Flying Coaster,Flying Coaster,Merry Go Round
14,18,Flying Coaster,Merry Go Round,Merry Go Round
10,14,Crazy Dance,Flying Coaster,Water Ride
10,15,Merry Go Round,Spinning Coaster,Go-Karts
11,15,Bungee Jump,Flying Coaster,Rapids Ride
14,18,Flying Coaster,Crazy Dance,Flying Coaster
14,18,Go-Karts,Himalaya Ride,Go-Karts
10,16,Flying Coaster,Drop Tower,Kiddie Coaster
14,18,Go-Karts,Giga Coaster,Merry Go Round
14,18,Oz Theatre,Giant Wheel,Circus Train
13,17,Water Ride,Rapids Ride,Spiral Slide
10,16,Spinning Coaster,Go-Karts,Rapids Ride
11,18,Flying Coaster,Flying Coaster,Flying Coaster
12,16,Merry Go Round,Bungee Jump,Merry Go Round
11,16,Bumper Cars,Giant Wheel,Superman Ride
10,15,Water Ride,Go-Karts,Roller Coaster
10,17,Merry Go Round,Drop Tower,Flying Coaster
11,15,Himalaya Ride,Free Fall,Merry Go Round
13,18,Merry Go Round,Giant Wheel,Merry Go Round
13,18,Merry Go Round,Kiddie Coaster,Go-Karts
13,17,Roller Coaster,Flying Coaster,Superman Ride
14,18,Giant Wheel,Flying Coaster,Oz Theatre
13,17,Dizzy Dropper,Inverted Coaster,Go-Karts
13,17,Merry Go Round,Free Fall,Giant Wheel
11,18,Giant Wheel,Giant Wheel,Bumper Cars
14,18,Circus Train,Merry Go Round,Flying Coaster
11,17,Haunted House,Flying Coaster,Flying Coaster
10,17,Flying Coaster,Spiral Slide,Flying Coaster
13,18,Superman Ride,Circus Train,Merry Go Round
13,18,Merry Go Round,Inverted Coaster,Go-Karts
10,15,Flying Coaster,Spinning Coaster,Merry Go Round
13,18,Spinning Coaster,Merry Go Round,Go-Karts
12,16,Giga Coaster,Flying Coaster,Bungee Jump
10,18,Crazy Dance,Circus Train,Giga Coaster
11,16,Merry Go Round,Spinning Coaster,Merry Go Round
14,18,Swing Ride,Flying Coaster,Spinning Coaster
14,18,Merry Go Round,Spinning Coaster,Haunted House
11,17,Flying Coaster,Haunted House,Free Fall
12,18,Flying Coaster,Spinning Coaster,Giant Wheel
13,17,Flying Coaster,Flying Coaster,Go-Karts
10,14,Superman Ride,Giant Wheel,Merry Go Round
14,18,Spinning Coaster,Spinning Coaster,Merry Go Round
11,17,Giant Wheel,Giant Wheel,Flying Coaster
13,18,Merry Go Round,Flying Coaster,Go-Karts
10,15,Circus Train,Giga Coaster,Superman Ride
13,17,Superman Ride,Merry Go Round,Flying Coaster
10,17,Flying Coaster,Flying Coaster,Merry Go Round
11,18,Merry Go Round,Circus Train,Flying Coaster
11,17,Dizzy Dropper,Go-Karts,Swing Ride
10,14,Go-Karts,Giant Wheel,Flying Coaster
10,17,Circus Train,Spinning Coaster,Drop Tower
13,17,Free Fall,Inverted Coaster,Go-Karts
10,14,Go-Karts,Giant Wheel,Go-Karts
11,15,Go-Karts,Circus Train,Rapids Ride
14,18,Himalaya Ride,Bumper Cars,Merry Go Round
10,18,Spinning Coaster,Giant Wheel,Circus Train
14,18,Flying Coaster,Drop Tower,Spinning Coaster
14,18,Merry Go Round,Kiddie Coaster,Crazy Dance
13,18,Flying Coaster,Merry Go Round,Giant Wheel
13,17,Giant Wheel,Inverted Coaster,Spiral Slide
10,16,Giga Coaster,Merry Go Round,Flying Coaster
10,15,Flying Coaster,Flying Coaster,Merry Go Round
14,18,Circus Train,Spiral Slide,Go-Karts
10,14,Flying Coaster,Spinning Coaster,Drop Tower
12,16,Go-Karts,Spinning Coaster,Rapids Ride
11,15,Circus Train,Flying Coaster,Circus Train
13,17,Flying Coaster,Spinning Coaster,Kiddie Coaster
12,17,Bungee Jump,Merry Go Round,Zipline
11,18,Kiddie Coaster,Drop Tower,Bungee Jump
14,18,Flying Coaster,Giant Wheel,Rapids Ride
14,18,Flying Coaster,Flying Coaster,Bungee Jump
14,18,Haunted House,Spinning Coaster,Swing Ride
10,16,Giant Wheel,Flying Coaster,Swing Ride
12,16,Spinning Coaster,Go-Karts,Flying Coaster
11,15,Flying Coaster,Flying Coaster,Merry Go Round
10,15,Flying Coaster,Rapids Ride,Spinning Coaster
13,17,Flying Coaster,Go-Karts,Oz Theatre
11,17,Merry Go Round,Flying Coaster,Go-Karts
13,18,Flying Coaster,Spinning Coaster,Merry Go Round
14,18,Drop Tower,Go-Karts,Giant Wheel
12,18,Water Ride,Bungee Jump,Merry Go Round
13,17,Water Ride,Inverted Coaster,Spinning Coaster
11,16,Circus Train,Giga Coaster,Flying Coaster
10,15,Flying Coaster,Giant Wheel,Kiddie Coaster
12,16,Oz Theatre,Merry Go Round,Flying Coaster
12,16,Flying Coaster,Kiddie Coaster,Spinning Coaster
13,18,Giant Wheel,Himalaya Ride,Inverted Coaster
14,18,Giant Wheel,Water Ride,Roller Coaster
11,18,Spinning Coaster,Flying Coaster,Bumper Cars
14,18,Rapids Ride,Merry Go Round,Bumper Cars
10,16,Flying Coaster,Flying Coaster,Flying Coaster
13,17,Flying Coaster,Go-Karts,Go-Karts
12,18,Inverted Coaster,Merry Go Round,Inverted Coaster
13,17,Water Ride,Merry Go Round,Giant Wheel
12,17,Bungee Jump,Bungee Jump,Go-Karts
11,15,Dizzy Dropper,Merry Go Round,Rapids Ride
14,18,Superman Ride,Spinning Coaster,Bungee Jump
11,17,Roller Coaster,Inverted Coaster,Go-Karts
11,18,Flying Coaster,Zipline,Haunted House
12,16,Flying Coaster,Flying Coaster,Merry Go Round
13,18,Merry Go Round,Zipline,Flying Coaster
13,18,Water Ride,Merry Go Round,Circus Train
11,16,Flying Coaster,Go-Karts,Rapids Ride
11,18,Oz Theatre,Circus Train,Water Ride
12,16,Merry Go Round,Spinning Coaster,Flying Coaster
10,15,Dizzy Dropper,Bumper Cars,Spinning Coaster
10,16,Bumper Cars,Drop Tower,Go-Karts
13,17,Flying Coaster,Merry Go Round,Haunted House
12,17,Roller Coaster,Go-Karts,Oz Theatre
14,18,Giant Wheel,Haunted House,Dizzy Dropper
13,18,Flying Coaster,Flying Coaster,Go-Karts
13,18,Spinning Coaster,Bumper Cars,Circus Train
12,16,Go-Karts,Flying Coaster,Go-Karts
14,18,Spinning Coaster,Flying Coaster,Flying Coaster
12,17,Bungee Jump,Giant Wheel,Himalaya Ride
12,16,Flying Coaster,Spinning Coaster,Merry Go Round
11,17,Merry Go Round,Haunted House,Merry Go Round
11,15,Merry Go Round,Rapids Ride,Flying Coaster
13,17,Merry Go Round,Go-Karts,Free Fall
11,16,Spinning Coaster,Flying Coaster,Spinning Coaster
14,18,Flying Coaster,Flying Coaster,Flying Coaster
12,16,Merry Go Round,Rapids Ride,Roller Coaster
10,15,Flying Coaster,Haunted House,Merry Go Round
14,18,Bumper Cars,Crazy Dance,Giant Wheel
10,16,Circus Train,Go-Karts,Merry Go Round
10,18,Flying Coaster,Giant Wheel,Merry Go Round
13,17,Bumper Cars,Water Ride,Swing Ride
12,17,Flying Coaster,Merry Go Round,Giant Wheel
11,18,Rapids Ride,Bungee Jump,Circus Train
12,16,Bumper Cars,Merry Go Round,Flying Coaster
10,15,Rapids Ride,Go-Karts,Flying Coaster
11,18,Flying Coaster,Roller Coaster,Spinning Coaster
11,18,Giant Wheel,Bungee Jump,Bumper Cars
11,16,Spinning Coaster,Flying Coaster,Rapids Ride
10,17,Kiddie Coaster,Kiddie Coaster,Flying Coaster
11,18,Giant Wheel,Merry Go Round,Roller Coaster
12,16,Flying Coaster,Merry Go Round,Spinning Coaster
11,17,Flying Coaster,Flying Coaster,Merry Go Round
11,16,Flying Coaster,Bumper Cars,Giant Wheel
14,18,Flying Coaster,Giga Coaster,Oz Theatre
14,18,Zipline,Flying Coaster,Dizzy Dropper
10,17,Flying Coaster,Inverted Coaster,Go-Karts
10,15,Dizzy Dropper,Flying Coaster,Flying Coaster
13,17,Giga Coaster,Merry Go Round,Kiddie Coaster
11,16,Zipline,Go-Karts,Go-Karts
12,16,Rapids Ride,Kiddie Coaster,Crazy Dance
14,18,Flying Coaster,Flying Coaster,Flying Coaster
11,16,Kiddie Coaster,Spinning Coaster,Giant Wheel
12,16,Zipline,Flying Coaster,Merry Go Round
12,17,Flying Coaster,Superman Ride,Circus Train
11,17,Merry Go Round,Spiral Slide,Superman Ride
14,18,Kiddie Coaster,Go-Karts,Haunted House
13,18,Flying Coaster,Giant Wheel,Rapids Ride
11,17,Spinning Coaster,Himalaya Ride,Roller Coaster
11,18,Spinning Coaster,Flying Coaster,Bumper Cars
11,17,Merry Go Round,Drop Tower,Haunted House
14,18,Flying Coaster,Flying Coaster,Free Fall
10,18,Flying Coaster,Dizzy Dropper,Flying Coaster
14,18,Kiddie Coaster,Merry Go Round,Go-Karts
13,17,Go-Karts,Merry Go Round,Water Ride
11,17,Giant Wheel,Rapids Ride,Flying Coaster
11,16,Swing Ride,Bungee Jump,Bumper Cars
13,18,Flying Coaster,Kiddie Coaster,Go-Karts
12,18,Bumper Cars,Kiddie Coaster,Dizzy Dropper
11,16,Dizzy Dropper,Bungee Jump,Inverted Coaster
13,17,Water Ride,Rapids Ride,Giga Coaster
14,18,Circus Train,Spinning Coaster,Flying Coaster
14,18,Flying Coaster,Free Fall,Haunted House
10,15,Giant Wheel,Go-Karts,Bumper Cars
13,18,Himalaya Ride,Flying Coaster,Circus Train
12,17,Merry Go Round,Flying Coaster,Oz Theatre
10,15,Inverted Coaster,Zipline,Flying Coaster
14,18,Zipline,Swing Ride,Go-Karts
12,17,Bumper Cars,Circus Train,Drop Tower
13,17,Swing Ride,Drop Tower,Flying Coaster
12,17,Zipline,Flying Coaster,Bungee Jump
12,16,Flying Coaster,Merry Go Round,Flying Coaster
10,17,Go-Karts,Flying Coaster,Water Ride
14,18,Giant Wheel,Merry Go Round,Flying Coaster
14,18,Flying Coaster,Circus Train,Merry Go Round
11,16,Flying Coaster,Kiddie Coaster,Merry Go Round
13,18,Dizzy Dropper,Zipline,Kiddie Coaster
10,17,Drop Tower,Dizzy Dropper,Flying Coaster
14,18,Kiddie Coaster,Kiddie Coaster,Flying Coaster
12,18,Spiral Slide,Bungee Jump,Spinning Coaster
12,18,Spinning Coaster,Rapids Ride,Spinning Coaster
13,18,Flying Coaster,Himalaya Ride,Spinning Coaster
11,17,Merry Go Round,Flying Coaster,Circus Train
13,18,Flying Coaster,Flying Coaster,Haunted House
12,18,Circus Train,Go-Karts,Bumper Cars
10,15,Zipline,Flying Coaster,Merry Go Round
12,17,Flying Coaster,Circus Train,Flying Coaster
13,17,Flying Coaster,Swing Ride,Water Ride
13,17,Dizzy Dropper,Kiddie Coaster,Merry Go Round
12,17,Merry Go Round,Flying Coaster,Go-Karts
14,18,Bungee Jump,Kiddie Coaster,Merry Go Round
14,18,Flying Coaster,Flying Coaster,Himalaya Ride
14,18,Go-Karts,Swing Ride,Superman Ride
14,18,Rapids Ride,Merry Go Round,Spinning Coaster
13,17,Merry Go Round,Merry Go Round,Kiddie Coaster
13,18,Himalaya Ride,Flying Coaster,Flying Coaster
12,17,Superman Ride,Merry Go Round,Spinning Coaster
11,17,Flying Coaster,Go-Karts,Merry Go Round
13,18,Flying Coaster,Flying Coaster,Flying Coaster
10,16,Merry Go Round,Spinning Coaster,Giant Wheel
10,15,Flying Coaster,Circus Train,Bungee Jump
12,16,Flying Coaster,Merry Go Round,Haunted House
10,16,Kiddie Coaster,Giant Wheel,Drop Tower
11,18,Flying Coaster,Haunted House,Merry Go Round
12,16,Bungee Jump,Drop Tower,Roller Coaster
11,16,Flying Coaster,Bungee Jump,Merry Go Round
10,17,Swing Ride,Oz Theatre,Swing Ride
14,18,Merry Go Round,Spiral Slide,Merry Go Round
11,17,Rapids Ride,Spinning Coaster,Circus Train
13,17,Merry Go Round,Go-Karts,Bungee Jump
11,18,Circus Train,Rapids Ride,Rapids Ride
13,18,Flying Coaster,Flying Coaster,Spinning Coaster
11,18,Merry Go Round,Flying Coaster,Flying Coaster
11,16,Merry Go Round,Bungee Jump,Spinning Coaster
11,17,Drop Tower,Rapids Ride,Rapids Ride
12,18,Flying Coaster,Haunted House,Flying Coaster
10,15,Flying Coaster,Circus Train,Rapids Ride
10,17,Spinning Coaster,Go-Karts,Inverted Coaster
14,18,Inverted Coaster,Flying Coaster,Rapids Ride
11,15,Haunted House,Haunted House,Flying Coaster
14,18,Himalaya Ride,Merry Go Round,Oz Theatre
12,17,Flying Coaster,Dizzy Dropper,Himalaya Ride
14,18,Inverted Coaster,Flying Coaster,Drop Tower
12,18,Dizzy Dropper,Drop Tower,Spiral Slide
13,18,Flying Coaster,Flying Coaster,Spinning Coaster
13,17,Merry Go Round,Flying Coaster,Water Ride
13,18,Flying Coaster,Inverted Coaster,Flying Coaster
11,18,Merry Go Round,Rapids Ride,Zipline
10,16,Zipline,Circus Train,Bumper Cars
11,18,Go-Karts,Kiddie Coaster,Drop Tower
14,18,Swing Ride,Merry Go Round,Flying Coaster
10,14,Zipline,Merry Go Round,Go-Karts
14,18,Merry Go Round,Flying Coaster,Merry Go Round
12,18,Flying Coaster,Merry Go Round,Merry Go Round
11,18,Giant Wheel,Giga Coaster,Flying Coaster
11,16,Superman Ride,Drop Tower,Merry Go Round
14,18,Inverted Coaster,Flying Coaster,Rapids Ride
12,17,Go-Karts,Merry Go Round,Dizzy Dropper
14,18,Bungee Jump,Flying Coaster,Spinning Coaster
13,18,Flying Coaster,Rapids Ride,Kiddie Coaster
10,14,Merry Go Round,Haunted House,Spinning Coaster
11,18,Merry Go Round,Zipline,Inverted Coaster
10,16,Giant Wheel,Circus Train,Go-Karts
14,18,Go-Karts,Roller Coaster,Merry Go Round
11,16,Go-Karts,Go-Karts,Spiral Slide
12,17,Flying Coaster,Bumper Cars,Flying Coaster
13,18,Merry Go Round,Go-Karts,Haunted House
13,17,Flying Coaster,Merry Go Round,Bumper Cars
14,18,Circus Train,Merry Go Round,Go-Karts
11,18,Bumper Cars,Circus Train,Bungee Jump
12,16,Flying Coaster,Dizzy Dropper,Flying Coaster
11,15,Flying Coaster,Go-Karts,Free Fall
13,17,Roller Coaster,Flying Coaster,Dizzy Dropper
14,18,Spinning Coaster,Giant Wheel,Bumper Cars
10,17,Flying Coaster,Go-Karts,Merry Go Round
11,18,Bungee Jump,Flying Coaster,Bumper Cars
13,18,Flying Coaster,Flying Coaster,Flying Coaster
13,17,Dizzy Dropper,Oz Theatre,Bumper Cars
13,18,Dizzy Dropper,Go-Karts,Crazy Dance
14,18,Merry Go Round,Bungee Jump,Flying Coaster
13,18,Giga Coaster,Zipline,Merry Go Round
13,17,Flying Coaster,Flying Coaster,Go-Karts
14,18,Merry Go Round,Flying Coaster,Flying Coaster
11,18,Merry Go Round,Bungee Jump,Flying Coaster
11,16,Go-Karts,Circus Train,Spinning Coaster
10,15,Merry Go Round,Haunted House,Merry Go Round
11,15,Crazy Dance,Go-Karts,Bumper Cars
14,18,Circus Train,Superman Ride,Merry Go Round
13,18,Giant Wheel,Flying Coaster,Roller Coaster
14,18,Giant Wheel,Go-Karts,Inverted Coaster
13,17,Water Ride,Spiral Slide,Haunted House
14,18,Bungee Jump,Flying Coaster,Flying Coaster
12,18,Go-Karts,Flying Coaster,Flying Coaster
12,16,Spinning Coaster,Spinning Coaster,Go-Karts
14,18,Flying Coaster,Flying Coaster,Go-Karts
14,18,Inverted Coaster,Flying Coaster,Merry Go Round
10,15,Crazy Dance,Flying Coaster,Kiddie Coaster
14,18,Flying Coaster,Merry Go Round,Water Ride
13,17,Flying Coaster,Flying Coaster,Giant Wheel
14,18,Flying Coaster,Drop Tower,Merry Go Round
11,18,Inverted Coaster,Water Ride,Flying Coaster
11,17,Kiddie Coaster,Flying Coaster,Drop Tower
10,16,Go-Karts,Kiddie Coaster,Circus Train
11,15,Flying Coaster,Flying Coaster,Spinning Coaster
13,17,Merry Go Round,Flying Coaster,Flying Coaster
11,16,Spinning Coaster,Go-Karts,Haunted House
13,17,Flying Coaster,Spinning Coaster,Circus Train
14,18,Bungee Jump,Rapids Ride,Flying Coaster
13,18,Giant Wheel,Merry Go Round,Flying Coaster
14,18,Flying Coaster,Circus Train,Go-Karts
12,18,Go-Karts,Go-Karts,Flying Coaster
10,15,Spinning Coaster,Flying Coaster,Flying Coaster
13,18,Flying Coaster,Flying Coaster,Giant Wheel
14,18,Bungee Jump,Flying Coaster,Flying Coaster
11,18,Superman Ride,Spiral Slide,Giant Wheel
13,18,Inverted Coaster,Flying Coaster,Merry Go Round
14,18,Spinning Coaster,Merry Go Round,Flying Coaster
13,18,Go-Karts,Bumper Cars,Inverted Coaster
14,18,Merry Go Round,Flying Coaster,Giant Wheel
11,16,Merry Go Round,Go-Karts,Merry Go Round
13,18,Drop Tower,Roller Coaster,Merry Go Round
10,18,Haunted House,Go-Karts,Flying Coaster
11,16,Dizzy Dropper,Inverted Coaster,Flying Coaster
10,18,Spinning Coaster,Water Ride,Go-Karts
14,18,Go-Karts,Flying Coaster,Go-Karts
10,17,Bungee Jump,Flying Coaster,Giant Wheel
14,18,Drop Tower,Merry Go Round,Flying Coaster
13,17,Giga Coaster,Spinning Coaster,Merry Go Round
12,17,Flying Coaster,Flying Coaster,Flying Coaster
10,17,Bungee Jump,Haunted House,Roller Coaster
10,18,Flying Coaster,Flying Coaster,Merry Go Round
10,17,Go-Karts,Circus Train,Flying Coaster
14,18,Oz Theatre,Go-Karts,Crazy Dance
14,18,Circus Train,Merry Go Round,Merry Go Round
13,18,Bungee Jump,Merry Go Round,Spiral Slide
14,18,Flying Coaster,Flying Coaster,Flying Coaster
14,18,Flying Coaster,Swing Ride,Giant Wheel
11,15,Giga Coaster,Giant Wheel,Merry Go Round
10,15,Flying Coaster,Merry Go Round,Bungee Jump
12,16,Flying Coaster,Dizzy Dropper,Circus Train
13,17,Flying Coaster,Superman Ride,Water Ride
13,18,Flying Coaster,Inverted Coaster,Flying Coaster
11,15,Giant Wheel,Giant Wheel,Kiddie Coaster
10,16,Spinning Coaster,Flying Coaster,Superman Ride
11,15,Spinning Coaster,Dizzy Dropper,Merry Go Round
14,18,Go-Karts,Merry Go Round,Go-Karts
11,17,Kiddie Coaster,Spiral Slide,Flying Coaster
13,17,Crazy Dance,Rapids Ride,Merry Go Round
14,18,Rapids Ride,Haunted House,Flying Coaster
10,15,Circus Train,Bungee Jump,Inverted Coaster
13,17,Giga Coaster,Merry Go Round,Merry Go Round
14,18,Flying Coaster,Go-Karts,Dizzy Dropper
10,17,Drop Tower,Kiddie Coaster,Go-Karts
14,18,Merry Go Round,Giant Wheel,Zipline
12,16,Spiral Slide,Go-Karts,Flying Coaster
13,18,Go-Karts,Merry Go Round,Flying Coaster
11,17,Flying Coaster,Free Fall,Flying Coaster
10,18,Crazy Dance,Go-Karts,Superman Ride
14,18,Circus Train,Drop Tower,Haunted House
11,17,Inverted Coaster,Flying Coaster,Go-Karts
13,18,Flying Coaster,Flying Coaster,Flying Coaster
13,17,Circus Train,Merry Go Round,Merry Go Round
11,18,Crazy Dance,Dizzy Dropper,Flying Coaster
12,18,Go-Karts,Flying Coaster,Flying Coaster
14,18,Free Fall,Circus Train,Himalaya Ride
12,17,Spiral Slide,Bungee Jump,Zipline
14,18,Giga Coaster,Spiral Slide,Roller Coaster
12,16,Kiddie Coaster,Roller Coaster,Flying Coaster
12,17,Rapids Ride,Bungee Jump,Merry Go Round
12,18,Bungee Jump,Go-Karts,Flying Coaster
13,17,Haunted House,Merry Go Round,Water Ride
13,17,Spiral Slide,Flying Coaster,Haunted House
14,18,Merry Go Round,Himalaya Ride,Go-Karts
11,16,Himalaya Ride,Giant Wheel,Merry Go Round
10,14,Rapids Ride,Go-Karts,Go-Karts
12,17,Go-Karts,Oz Theatre,Flying Coaster
10,15,Go-Karts,Flying Coaster,Swing Ride
13,18,Flying Coaster,Rapids Ride,Giant Wheel
13,18,Flying Coaster,Go-Karts,Bumper Cars
14,18,Flying Coaster,Kiddie Coaster,Oz Theatre
13,17,Circus Train,Bumper Cars,Flying Coaster
13,18,Flying Coaster,Swing Ride,Spinning Coaster
10,16,Rapids Ride,Flying Coaster,Merry Go Round
14,18,Drop Tower,Flying Coaster,Giant Wheel
14,18,Flying Coaster,Inverted Coaster,Flying Coaster
13,17,Go-Karts,Merry Go Round,Flying Coaster
